name,department,dept_name,state,EOW,cause,location,year
Corporal Ronnie Bogan,"Notasulga Police Department, AL",Notasulga Police Department,AL,2001-01-05,Cause of Death: Vehicular assault,NA,2001
Corporal James Brian Moulson,"Jerome County Sheriff's Department, ID",Jerome County Sheriff's Department,ID,2001-01-03,Cause of Death: Gunfire,NA,2001
Corporal Phillip Charles Anderson,"Jerome County Sheriff's Department, ID",Jerome County Sheriff's Department,ID,2001-01-03,Cause of Death: Gunfire,NA,2001
Trooper John Gregory Mann,"Tennessee Highway Patrol, TN",Tennessee Highway Patrol,TN,2001-01-01,Cause of Death: Vehicular assault,NA,2001
Police Officer Joseph John McGarry,"Myrtle Beach Police Department, SC",Myrtle Beach Police Department,SC,2002-12-29,Cause of Death: Gunfire,NA,2002
Detective Kenneth Scott Schiller,"Colton Police Department, CA",Colton Police Department,CA,2002-12-28,Cause of Death: Duty related illness,NA,2002
Deputy Sheriff Bobby Ray Franks,"Houston County Sheriff's Department, TX",Houston County Sheriff's Department,TX,2002-12-23,Cause of Death: Struck by vehicle,NA,2002
Officer Christopher Robert Betts,"East Point Police Department, GA",East Point Police Department,GA,2002-12-22,Cause of Death: Struck by vehicle,NA,2002
Park Ranger Thomas Patrick O'Hara,"United States Department of the Interior - National Park Service, US",United States Department of the Interior - National Park Service,US,2002-12-19,Cause of Death: Aircraft accident,Location: Alaska,2002
Trooper Robert Wayne Ambrose,"New York State Police, NY",New York State Police,NY,2002-12-19,Cause of Death: Automobile crash,NA,2002
Park Ranger James Royce Pitney,"Muskingum Watershed Conservancy District, OH",Muskingum Watershed Conservancy District,OH,2002-12-17,Cause of Death: Accidental,NA,2002
Patrolman Richard Wallace Martin,"Howland Police Department, OH",Howland Police Department,OH,2002-12-14,Cause of Death: Heart attack,NA,2002
Commissioner Ray B. Franklin,"Kentucky Office of Charitable Gaming, KY",Kentucky Office of Charitable Gaming,KY,2002-12-12,Cause of Death: Automobile crash,NA,2002
Agent Guillermo Garcia-Marti,"Puerto Rico Police Department, PR",Puerto Rico Police Department,PR,2002-12-11,Cause of Death: Struck by vehicle,NA,2002
"Deputy Jailer Howard E. ""Buck"" Callis","Trimble County Jail, KY",Trimble County Jail,KY,2002-12-10,Cause of Death: Automobile crash,NA,2002
Chief Deputy Sheriff Sharon Joann Barnes,"Dent County Sheriff's Office, MO",Dent County Sheriff's Office,MO,2002-12-10,Cause of Death: Gunfire,NA,2002
Corrections Sergeant Shannon Douglas Russell,"Pima County Sheriff's Department, AZ",Pima County Sheriff's Department,AZ,2002-12-05,Cause of Death: Heart attack,NA,2002
Deputy Sheriff George Monroe Selby,"Shelby County Sheriff's Office, TN",Shelby County Sheriff's Office,TN,2002-12-04,Cause of Death: Gunfire,NA,2002
Trooper I Christopher Scott Scales,"New Jersey State Police, NJ",New Jersey State Police,NJ,2002-12-03,Cause of Death: Struck by vehicle,NA,2002
Deputy Sheriff David Alan Powell,"Los Angeles County Sheriff's Department, CA",Los Angeles County Sheriff's Department,CA,2002-11-30,Cause of Death: Gunfire,NA,2002
Patrolman Lawrence Michael Jupin,"Westminster Police Department, MA",Westminster Police Department,MA,2002-11-29,Cause of Death: Gunfire,NA,2002
Trooper Christopher Michael Van Krevelen,"Oklahoma Highway Patrol, OK",Oklahoma Highway Patrol,OK,2002-11-28,Cause of Death: Automobile crash,NA,2002
Detective Thomas G. Newman,"Baltimore City Police Department, MD",Baltimore City Police Department,MD,2002-11-23,Cause of Death: Gunfire,NA,2002
Deputy Sheriff Jeffrey Dean Jones,"Pender County Sheriff's Office, NC",Pender County Sheriff's Office,NC,2002-11-23,Cause of Death: Automobile crash,NA,2002
Investigator Donald R. Johnston,"El Monte Police Department, CA",El Monte Police Department,CA,2002-11-22,Cause of Death: Gunfire,NA,2002
Correctional Officer James C. Hesterberg,"Alaska Department of Corrections, AK",Alaska Department of Corrections,AK,2002-11-19,Cause of Death: Automobile crash,NA,2002
Police Officer David Frank Mobilio,"Red Bluff Police Department, CA",Red Bluff Police Department,CA,2002-11-19,Cause of Death: Gunfire,NA,2002
Patrolman William Boland Bell,"Summerville Police Department, SC",Summerville Police Department,SC,2002-11-19,Cause of Death: Vehicular assault,NA,2002
"Deputy Sheriff Marion Eugene Wright, II","Berkeley County Sheriff's Office, SC",Berkeley County Sheriff's Office,SC,2002-11-19,Cause of Death: Vehicular assault,NA,2002
Officer Joseph Jerome Daniels,"Birmingham Police Department, AL",Birmingham Police Department,AL,2002-11-18,Cause of Death: Gunfire,NA,2002
Officer Ronald Manfred Wood,"West Jordan Police Department, UT",West Jordan Police Department,UT,2002-11-18,Cause of Death: Gunfire,NA,2002
Sergeant Daniel Dale Green,"Tallahassee Police Department, FL",Tallahassee Police Department,FL,2002-11-13,Cause of Death: Gunfire,NA,2002
Captain Jerry Kenneth Best,"Wayne County Sheriff's Office, NC",Wayne County Sheriff's Office,NC,2002-11-13,Cause of Death: Struck by vehicle,NA,2002
"Corrections Officer David Hiram Bowser, Jr.","Pennsylvania Department of Corrections, PA",Pennsylvania Department of Corrections,PA,2002-11-13,Cause of Death: Struck by vehicle,NA,2002
Master Sergeant Michael Anthony Andrews,"Mississippi Department of Wildlife, Fisheries and Parks, MS",Mississippi Department of Wildlife,Fisheries and Parks,2002-11-11,Cause of Death: Automobile crash,NA,2002
"Trooper Joseph James Sepp, Jr.","Pennsylvania State Police, PA",Pennsylvania State Police,PA,2002-11-10,Cause of Death: Gunfire,NA,2002
"Lieutenant Russell L. Wiles, Jr.","Elloree Police Department, SC",Elloree Police Department,SC,2002-11-09,Cause of Death: Automobile crash,NA,2002
"Officer Wilbert Wiggins, Sr.","Jacksonville Sheriff's Office, FL",Jacksonville Sheriff's Office,FL,2002-11-08,Cause of Death: Heart attack,NA,2002
Police Officer James A. Shields,"Buffalo Police Department, NY",Buffalo Police Department,NY,2002-10-30,Cause of Death: Automobile crash,NA,2002
Detective Wasyl Potienko,"Cheektowaga Police Department, NY",Cheektowaga Police Department,NY,2002-10-29,Cause of Death: Automobile crash,NA,2002
Senior Patrol Agent Catherine Mary Hill,"United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US",United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol,US,2002-10-25,Cause of Death: Automobile crash,Location: California,2002
Police Officer Patrick Lee Metzler,"Dallas Police Department, TX",Dallas Police Department,TX,2002-10-23,Cause of Death: Vehicular assault,NA,2002
Senior Trooper Charles Mark Cosslett,"Virginia State Police, VA",Virginia State Police,VA,2002-10-23,Cause of Death: Motorcycle crash,NA,2002
Correctional Sergeant Eric Jason Autobee,"Colorado Department of Corrections, CO",Colorado Department of Corrections,CO,2002-10-18,Cause of Death: Assault,NA,2002
Police Officer Larry DeWayne Lee,"Moss Point Police Department, MS",Moss Point Police Department,MS,2002-10-17,Cause of Death: Vehicle pursuit,NA,2002
Police Officer Vernon M. Seals,"Truesdale Police Department, MO",Truesdale Police Department,MO,2002-10-06,Cause of Death: Vehicular assault,NA,2002
Deputy Sheriff Damacio S. Montano,"Valencia County Sheriff's Office, NM",Valencia County Sheriff's Office,NM,2002-10-06,Cause of Death: Gunfire,NA,2002
"Patrolman Harry Marvin ""Marty"" Steinfeldt, III","Ferris Police Department, TX",Ferris Police Department,TX,2002-10-06,Cause of Death: Gunfire,NA,2002
Police Officer Michael Robert Scofield,"Reno Police Department, NV",Reno Police Department,NV,2002-09-26,Cause of Death: Vehicular assault,NA,2002
Agent Wilbert Rodriguez-Sepulveda,"Puerto Rico Police Department, PR",Puerto Rico Police Department,PR,2002-09-26,Cause of Death: Gunfire,NA,2002
Deputy Sheriff Edward Norman Dare,"Iron County Sheriff's Office, UT",Iron County Sheriff's Office,UT,2002-09-24,Cause of Death: Automobile crash,NA,2002
Sergeant Matthew Ray Davis,"Orange County Sheriff's Department, CA",Orange County Sheriff's Department,CA,2002-09-22,Cause of Death: Motorcycle crash,NA,2002
Police Officer Benjamin Perez,"Chicago Police Department, IL",Chicago Police Department,IL,2002-09-18,Cause of Death: Struck by train,NA,2002
Deputy Sheriff Morris L. Taylor,"Douglas County Sheriff's Office, OR",Douglas County Sheriff's Office,OR,2002-09-14,Cause of Death: Gunfire,NA,2002
"Police Officer Beryl Wayne Scott, Jr.","Phoenix Police Department, AZ",Phoenix Police Department,AZ,2002-09-10,Cause of Death: Motorcycle crash,NA,2002
"Master Officer Charles Radford Paul, III","Raleigh Police Department, NC",Raleigh Police Department,NC,2002-09-10,Cause of Death: Motorcycle crash,NA,2002
"Sergeant John Thomas Hart, Sr.","New York State Department of Correctional Services, NY",New York State Department of Correctional Services,NY,2002-09-09,Cause of Death: Heart attack,NA,2002
Agent Ruben Kuilan-Torres,"Puerto Rico Police Department, PR",Puerto Rico Police Department,PR,2002-09-07,Cause of Death: Gunfire,NA,2002
Officer Conrad Sudario Gernale,"Beaumont Police Department, TX",Beaumont Police Department,TX,2002-09-06,Cause of Death: Vehicular assault,NA,2002
Senior Terrestrial Biologist James Howard Olterman,"Colorado Department of Natural Resources - Wildlife Division, CO",Colorado Department of Natural Resources - Wildlife Division,CO,2002-09-04,Cause of Death: Aircraft accident,NA,2002
Officer Michael Lee Staples,"United States Department of Agriculture - Forest Service Law Enforcement and Investigations, US",United States Department of Agriculture - Forest Service Law Enforcement and Investigations,US,2002-09-04,Cause of Death: Automobile crash,Location: Minnesota,2002
Lieutenant Billy Ray Jiles,"Carroll County Sheriff's Office, GA",Carroll County Sheriff's Office,GA,2002-09-03,Cause of Death: Gunfire,NA,2002
Deputy Sheriff Bradley Alan Anderson,"St. Louis County Sheriff's Office, MN",St. Louis County Sheriff's Office,MN,2002-09-02,Cause of Death: Automobile crash,NA,2002
Agent Yesenia Nieves-Ruiz,"Puerto Rico Police Department, PR",Puerto Rico Police Department,PR,2002-08-31,Cause of Death: Gunfire,NA,2002
Sergeant James Victor Arnaud,"Prince George's County Sheriff's Office, MD",Prince George's County Sheriff's Office,MD,2002-08-29,Cause of Death: Gunfire,NA,2002
Private First Class Elizabeth Licera Magruder,"Prince George's County Sheriff's Office, MD",Prince George's County Sheriff's Office,MD,2002-08-29,Cause of Death: Gunfire,NA,2002
Police Officer Michael Janson Barwick,"St. Louis Metropolitan Police Department, MO",St. Louis Metropolitan Police Department,MO,2002-08-29,Cause of Death: Vehicle pursuit,NA,2002
Police Officer Disdale O. Enton,"New York City Police Department, NY",New York City Police Department,NY,2002-08-27,Cause of Death: Duty related illness,NA,2002
Police Officer Steven E. Graham,"Barrington-Inverness Police Department, IL",Barrington-Inverness Police Department,IL,2002-08-25,Cause of Death: Heart attack,NA,2002
Police Officer Mary Lynn Beall,"Dayton Police Department, OH",Dayton Police Department,OH,2002-08-25,Cause of Death: Gunfire,NA,2002
Deputy Sheriff Donald Lee Mauldin,"Pinal County Sheriff's Office, AZ",Pinal County Sheriff's Office,AZ,2002-08-24,Cause of Death: Gunfire,NA,2002
Police Officer Crystal Deneen Sheffield,"Baltimore City Police Department, MD",Baltimore City Police Department,MD,2002-08-22,Cause of Death: Automobile crash,NA,2002
Police Officer Kevin William Schultz,"Pueblo of Pojoaque Tribal Police Department, TR",Pueblo of Pojoaque Tribal Police Department,TR,2002-08-17,Cause of Death: Drowned,Location: New Mexico,2002
"Police Officer Scott T. Stewart, IV","Detroit Police Department, MI",Detroit Police Department,MI,2002-08-11,Cause of Death: Gunfire,NA,2002
Officer Hakim Azim Farthing,"United States Department of the Interior - United States Park Police, US",United States Department of the Interior - United States Park Police,US,2002-08-10,Cause of Death: Vehicular assault,Location: Maryland,2002
Park Ranger Kristopher William Eggle,"United States Department of the Interior - National Park Service, US",United States Department of the Interior - National Park Service,US,2002-08-09,Cause of Death: Gunfire,Location: Arizona,2002
Patrolman Eric Bradford Taylor,"Massillon Police Department, OH",Massillon Police Department,OH,2002-08-09,Cause of Death: Gunfire,NA,2002
Deputy Sheriff Renee Danell Azure,"Union County Sheriff's Office, FL",Union County Sheriff's Office,FL,2002-08-06,Cause of Death: Automobile crash,NA,2002
Police Officer Christopher Wayne Russell,"New Orleans Police Department, LA",New Orleans Police Department,LA,2002-08-04,Cause of Death: Gunfire,NA,2002
Police Officer Melissa Jayne Schmidt,"Minneapolis Police Department, MN",Minneapolis Police Department,MN,2002-08-01,Cause of Death: Gunfire,NA,2002
Police Officer Jessica Ann Nagle-Wilson,"Hazel Park Police Department, MI",Hazel Park Police Department,MI,2002-07-28,Cause of Death: Gunfire,NA,2002
Patrolman Roberto Nieto,"Eagle Lake Police Department, TX",Eagle Lake Police Department,TX,2002-07-24,Cause of Death: Struck by train,NA,2002
"Officer Robert Galen Etter, Jr.","Hobart / Lawrence Police Department, WI",Hobart / Lawrence Police Department,WI,2002-07-22,Cause of Death: Vehicular assault,NA,2002
Officer Stephanie Rae Markins,"Hobart / Lawrence Police Department, WI",Hobart / Lawrence Police Department,WI,2002-07-22,Cause of Death: Vehicular assault,NA,2002
Police Officer Ann Marie Guinta,"DeKalb County Police Department, GA",DeKalb County Police Department,GA,2002-07-20,Cause of Death: Automobile crash,NA,2002
Officer Jesse Kenneth Paderez,"San Fernando Police Department, CA",San Fernando Police Department,CA,2002-07-17,Cause of Death: Gunfire (Inadvertent),NA,2002
Sergeant Anthony Scott Futrell,"Charlotte-Mecklenburg Police Department, NC",Charlotte-Mecklenburg Police Department,NC,2002-07-17,Cause of Death: Aircraft accident,NA,2002
Major Robert Steven Kennedy,"Boone Police Department, NC",Boone Police Department,NC,2002-07-17,Cause of Death: Aircraft accident,NA,2002
"Deputy Sheriff Richard Edward Ashley, Sr.","Chowan County Sheriff's Office, NC",Chowan County Sheriff's Office,NC,2002-07-17,Cause of Death: Aircraft accident,NA,2002
"Code Enforcement Officer Edmond J. Songy, Jr.","St. John the Baptist Parish Sheriff's Office, LA",St. John the Baptist Parish Sheriff's Office,LA,2002-07-09,Cause of Death: Vehicular assault,NA,2002
